column00,testGroup,device,browser,browserVersion,userAgent,users,newUsers,sessions,pis,acceleratedPis,addToCartEvents,creditcardPaymentEvent,paypalPaymentEvent,applepayPaymentEvent,conversions
8765,Control,Mobile,Chrome,104,"Mozilla/5.0 (Linux; Android 13; CPH2487) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36",4,3,4,13,0,0,0,0,0,0
8766,SpeedKit,Robot,Safari,13.0.3,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1",2,2,2,2,0,0,0,0,0,0
8767,SpeedKit,Mobile,Chrome,107,"Mozilla/5.0 (Linux; Android 12; CPH2285) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
8768,Control,Mobile,Chrome,101,"Mozilla/5.0 (Linux; Android 10; Redmi Note 7S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
8769,SpeedKit,Desktop,Chrome,79.0.3945.117,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",21,21,21,43,12,0,0,0,0,0
8770,SpeedKit,Mobile,Chrome,105,"Mozilla/5.0 (Linux; Android 10; SM-G965U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
8771,SpeedKit,Mobile,Chrome iOS,110.0.5481.114,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/110.0.5481.114 Mobile/15E148 Safari/604.1",5,3,7,9,1,0,0,0,0,0
8772,SpeedKit,Mobile,Chrome,97.0.4692.98,"Mozilla/5.0 (Linux; Android 12; CPH2423) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.98 Mobile Safari/537.36",5,5,5,5,0,0,0,0,0,0
8773,SpeedKit,Mobile,Chrome iOS,117.0.5938.108,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/117.0.5938.108 Mobile/15E148 Safari/604.1",5,5,11,16,1,0,0,0,0,0
8774,Control,Mobile,Chrome,111.0.5563.58,"Mozilla/5.0 (Linux; Android 12; RMX2151) AppleWebKit/537.36 (KHTML, like Gecko) JioSphere/5.0 Chrome/111.0.5563.58 Mobile Safari/537.36",1,1,1,6,0,0,0,0,0,0
8775,Control,Mobile,Chrome,88.0.4324.181,"Mozilla/5.0 (Linux; Android 10; SM-M305F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.181 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
8776,Control,Mobile,Chrome,94.0.4606.85,"Mozilla/5.0 (Linux; Android 10; BKL-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36",1,1,1,2,0,0,0,0,0,0
8777,Control,Mobile,Chrome iOS,107.0.5304.101,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/107.0.5304.101 Mobile/15E148 Safari/604.1",6,5,7,10,0,0,0,0,0,0
8778,Control,Mobile,Chrome,92.0.4515.131,"Mozilla/5.0 (Linux; Android 10; SM-G965F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Mobile Safari/537.36",1,1,2,2,0,0,0,0,0,0
8779,SpeedKit,Mobile,Chrome,107,"Mozilla/5.0 (Linux; Android 12; CPH2043) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Mobile Safari/537.36",1,1,2,3,0,0,0,0,0,0
8780,Control,Desktop,Chrome,94.0.4606.54,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.54 Safari/537.36",1,1,1,2,0,0,0,0,0,0
8781,SpeedKit,Mobile,Chrome,96.0.4664.104,"Mozilla/5.0 (Linux; Android 12; SM-M515F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36",8,4,11,22,7,0,0,0,0,0
8782,Control,Mobile,Safari,11.0,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",1,1,1,1,0,0,0,0,0,0
8783,Control,Mobile,Chrome,116.0.5845.808,"Mozilla/5.0 (Linux; arm_64; Android 11; SM-A715F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.808 YaApp_Android/23.92.1 YaSearchBrowser/23.92.1 BroPP/1.0 SA/3 Mobile Safari/537.36",1,1,1,3,0,0,0,0,0,0
8784,Control,Mobile,Chrome,99.0.4844.88,"Mozilla/5.0 (Linux; Android 12; SM-M215F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.88 Mobile Safari/537.36",10,5,10,21,0,0,0,0,0,0
8785,Control,Desktop,Edge,94.0.992.31,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36 Edg/94.0.992.31/FQRjcaE4-47",14,13,14,14,0,0,0,0,0,0
8786,SpeedKit,Mobile,Chrome iOS,112.0.5615.167,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/112.0.5615.167 Mobile/15E148 Safari/604.1",13,8,22,42,15,0,0,0,0,0
8787,SpeedKit,Mobile,Edge,110,"Mozilla/5.0 (Linux; Android 11; Mi 9T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36 EdgA/110.0.1587.66",1,0,1,1,1,0,0,0,0,0
8788,Control,Mobile,Chrome,80.0.3987.99,"Mozilla/5.0 (Linux; Android 10; SM-G887N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.99 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
8789,Control,Robot,Edge,83.0.478.58,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36 Edg/83.0.478.58",1,1,1,1,0,0,0,0,0,0
8790,Control,Mobile,Chrome,94.0.4606.85,"Mozilla/5.0 (Linux; Android 11; CPH2119) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36",2,1,2,8,0,0,0,0,0,0
8791,Control,Mobile,Chrome,92.0.4515.159,"Mozilla/5.0 (Linux; Android 10; POT-LX1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Mobile Safari/537.36",1,0,1,1,0,0,0,0,0,0
8792,Control,Tablet,Chrome iOS,118.0.5993.58,"Mozilla/5.0 (iPad; CPU OS 16_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/118.0.5993.58 Mobile/15E148 Safari/604.1",1,0,1,1,0,0,0,0,0,0
8793,Control,Mobile,Chrome,104,"Mozilla/5.0 (Linux; Android 12; CPH2357) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36",1,0,1,1,0,0,0,0,0,0
8794,Control,Mobile,Chrome,99.0.4844.58,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G935F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.58 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
8795,Control,Desktop,Edge,117,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 Edg/117.0.2045.60/8mqAoGuL-19",1,0,1,1,0,0,0,0,0,0
8796,SpeedKit,Mobile,Chrome,103,"Mozilla/5.0 (Linux; Android 11; moto g play (2021)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",1,1,1,3,1,0,0,0,0,0
8797,SpeedKit,Mobile,Chrome,100.0.4896.127,"Mozilla/5.0 (Linux; Android 10; RMX3171) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",1,1,1,3,2,0,0,0,0,0
8798,SpeedKit,Desktop,Edge,117,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 EdgA/117.0.2045.53",1,0,1,1,0,0,0,0,0,0
8799,Control,Desktop,Chrome,110,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",7,7,7,7,0,0,0,0,0,0
8800,Control,Mobile,Chrome,103,"Mozilla/5.0 (Linux; Android 13; Pixel 4a) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",1,0,1,2,0,0,0,0,0,0
8801,SpeedKit,Mobile,Chrome,108,"Mozilla/5.0 (Linux; Android 12; moto g(40) fusion) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",2,1,3,3,0,0,0,0,0,0
8802,Control,Mobile,Chrome,91.0.4472.114,"Mozilla/5.0 (Linux; Android 12; V2044) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",1,1,2,8,0,1,0,0,0,0
8803,Control,Mobile,Chrome,108,"Mozilla/5.0 (Linux; Android 12; Nokia G20) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
8804,SpeedKit,Desktop,Chrome,105,"Mozilla/5.0 (X11; CrOS x86_64 14989.107.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",7,6,7,14,4,0,0,0,0,0
8805,SpeedKit,Mobile,Chrome,117,"Mozilla/5.0 (Linux; Android 13; SM-S911U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
8806,Control,Robot,Chrome,96.0.4664.110,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",5,5,5,5,0,0,0,0,0,0
8807,SpeedKit,Robot,Chrome,115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, LIKE Gecko) Chrome/115.0.0.0 Safari/537.36",1,1,1,1,0,0,0,0,0,0
8808,Control,Mobile,Chrome,100.0.4896.79,"Mozilla/5.0 (Linux; Android 11; M2103K19PI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.79 Mobile Safari/537.36",1,0,1,3,0,0,0,0,0,0
8809,Control,Robot,Safari,16.5.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5.1 Safari/605.1.15",3,3,3,4,0,0,0,0,0,0
8810,SpeedKit,Desktop,Chrome,107,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/107 Version/11.1.1 Safari/605.1.15",1,1,3,6,3,0,0,0,0,0
8811,Control,Tablet,Chrome,116.0.5845.808,"Mozilla/5.0 (Linux; arm_64; Android 13; SM-T875) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.808 YaApp_Android/23.92/apad YaSearchBrowser/23.92/apad BroPP/1.0 SA/3 Mobile Safari/537.36",1,1,1,5,0,0,0,0,0,0
8812,Control,Robot,Chrome,115.0.0.0,"Mozilla/5.0 (X11; Linux x86_64) adbeat.com/policy AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",4,4,4,10,0,0,0,0,0,0
8813,SpeedKit,Robot,Chrome iOS,103.0.5060.63,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/103.0.5060.63 Mobile/15E148 Safari/604.1",1,1,1,1,0,0,0,0,0,0
8814,Control,Desktop,Safari,13.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15",1,1,1,3,0,0,0,0,0,0
8815,Control,Mobile,Chrome,106,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi 4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36",1,1,2,2,0,0,0,0,0,0
8816,SpeedKit,Mobile,Chrome,87.0.4280.101,"Mozilla/5.0 (Linux; Android 9; SM-A730F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36",1,0,1,1,1,0,0,0,0,0
8817,SpeedKit,Mobile,Chrome,93.0.4577.82,"Mozilla/5.0 (Linux; Android 9; CPH2001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
8818,Control,Mobile,Chrome,108,"Mozilla/5.0 (Linux; Android 12; V2204) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",2,1,2,2,0,0,0,0,0,0
8819,SpeedKit,Robot,Edge,112,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.34",1,0,1,1,0,0,0,0,0,0
8820,Control,Robot,Safari,16.4,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1",4,3,4,7,0,0,0,0,0,0
8821,Control,Mobile,Chrome,107,"Mozilla/5.0 (Linux; Android 7.1.1; CPH1717) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
8822,SpeedKit,Mobile,Chrome,104,"Mozilla/5.0 (Linux; Android 13; V2218) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36",1,0,6,11,9,0,0,0,0,0
8823,Control,Mobile,Chrome,109,"Mozilla/5.0 (Linux; Android 9; Redmi 6A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36",1,0,1,2,0,0,0,0,0,0
8824,SpeedKit,Mobile,Chrome,80.0.3987.99,"Mozilla/5.0 (Linux; Android 10; SM-J810GF) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.99 Mobile Safari/537.36",1,1,1,4,0,1,0,0,0,0
8825,Control,Mobile,Chrome,104,"Mozilla/5.0 (Linux; Android 10; RMX2027) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36",1,1,1,5,0,0,0,0,0,0
8826,SpeedKit,Mobile,Chrome,98.0.4758.101,"Mozilla/5.0 (Linux; Android 12; V2111) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36",1,1,1,12,3,0,0,0,0,0
8827,Control,Mobile,Chrome,117,"Mozilla/5.0 (Linux; Android 10; Infinix X612 Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",1,1,1,4,0,0,0,0,0,0
8828,Control,Mobile,Chrome,108,"Mozilla/5.0 (Linux; Android 13; SM-S906B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
8829,SpeedKit,Mobile,Chrome,91.0.4472.101,"Mozilla/5.0 (Linux; Android 8.1.0; CPH1803) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.101 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
8830,SpeedKit,Mobile,Chrome,117,"Mozilla/5.0 (Linux; Android 13; SM-F711U Build/TP1A.220624.014; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36 ButtonSDK/7.0.0",1,1,1,2,0,0,0,0,0,0
8831,SpeedKit,Mobile,Chrome,101,"Mozilla/5.0 (Linux; Android 11; RMX3231) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Mobile Safari/537.36",1,0,3,4,2,0,0,0,0,0
8832,SpeedKit,Mobile,Chrome,108,"Mozilla/5.0 (Linux; Android 13; CPH2223) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",1,1,1,2,1,0,0,0,0,0
8833,Control,Mobile,Chrome,92.0.4515.131,"Mozilla/5.0 (Linux; Android 9; Redmi Note 5 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
8834,Control,Desktop,Chrome,116,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36 LikeWise/90.6.1215.16",1,1,1,1,0,0,0,0,0,0
8835,Control,Mobile,Chrome,91.0.4472.88,"Mozilla/5.0 (Linux; U; Android 13; en-us; RMX3461 Build/TP1A.220905.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36 HeyTapBrowser/45.9.3.9.1",1,0,1,1,0,0,0,0,0,0
8836,SpeedKit,Desktop,Chrome,94.0.4606.81,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",1,1,1,1,0,0,0,0,0,0
8837,SpeedKit,Desktop,Opera,100.0.0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/100.0.0.0",3,2,5,9,5,0,0,0,0,0
8838,Control,Mobile,Chrome,100.0.4896.88,"Mozilla/5.0 (Linux; Android 12; V2125) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.88 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
8839,SpeedKit,Robot,Chrome,87.0.4280.88,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",1,1,1,1,0,0,0,0,0,0
8840,SpeedKit,Mobile,Chrome,105,"Mozilla/5.0 (Linux; Android 11; 21081111RG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Mobile Safari/537.36",1,1,1,2,0,0,0,0,0,0
8841,SpeedKit,Mobile,Chrome,87.0.4280.141,"Mozilla/5.0 (Linux; arm_64; Android 12; CPH2127) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 YaApp_Android/20.125.1 YaSearchBrowser/20.125.1 BroPP/1.0 SA/3 Mobile Safari/537.36",1,0,1,1,1,0,0,0,0,0
8842,Control,Mobile,Chrome iOS,93.0.4577.39,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/93.0.4577.39 Mobile/15E148 Safari/604.1",1,0,1,2,0,0,0,0,0,0
8843,SpeedKit,Mobile,Chrome,91.0.4472.88,"Mozilla/5.0 (Linux; U; Android 11; en-us; CPH2239 Build/RP1A.200720.011) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36 HeyTapBrowser/45.9.5.9.1",3,2,3,3,0,0,0,0,0,0
8844,SpeedKit,Robot,Chrome,108.0.5359.124,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/108.0.5359.124 Safari/537.36",1,0,1,3,0,0,0,0,0,0
8845,SpeedKit,Mobile,Chrome,94.0.4606.85,"Mozilla/5.0 (Linux; Android 11; RMX3501) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36",3,3,3,5,0,0,0,0,0,0
8846,Control,Mobile,Chrome,117,"Mozilla/5.0 (Linux; Android 11; Lenovo K14 Build/RON31.267-12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",1,1,1,3,0,0,0,0,0,0
8847,SpeedKit,Mobile,Chrome,59.0.3071.125,"Mozilla/5.0 (Linux; Android 7.0; Lenovo TB-7504X Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
8848,Control,Mobile,Chrome,109,"Mozilla/5.0 (Linux; Android 12; moto g72) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
8849,SpeedKit,Mobile,Chrome,96.0.4664.104,"Mozilla/5.0 (Linux; Android 12; 2112123AG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36",1,0,2,5,0,0,0,0,0,0
8850,SpeedKit,Mobile,Chrome,99.0.4844.73,"Mozilla/5.0 (Linux; Android 11; M2101K6G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.73 Mobile Safari/537.36",1,1,1,5,2,0,0,0,0,0
8851,Control,Mobile,Chrome,105,"Mozilla/5.0 (Linux; Android 11; SM-A127F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
8852,Control,Mobile,Chrome,84.0.4147.135,"Mozilla/5.0 (Linux; arm; Android 13; 22011119UY) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 YaApp_Android/20.85.1 YaSearchBrowser/20.85.1 BroPP/1.0 SA/1 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
8853,Control,Mobile,Chrome iOS,116.0.5845.195,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/116.0.5845.195 Mobile/15E148 Safari/604.1",1,1,1,55,0,0,0,0,0,0
8854,Control,Desktop,Chrome,90.0.4430.93,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36",1,0,2,3,0,0,0,0,0,0
8855,Control,Mobile,Chrome,81.0.4044.138,"Mozilla/5.0 (Linux; Android 10; SM-M205F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Mobile Safari/537.36",2,1,2,2,0,0,0,0,0,0
8856,Control,Mobile,Chrome,91.0.4472.88,"Mozilla/5.0 (Linux; U; Android 12; en-in; CPH2471 Build/SP1A.210812.016) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36 HeyTapBrowser/45.9.5.1.1",1,1,1,1,0,0,0,0,0,0
8857,SpeedKit,Mobile,Chrome,92.0.4515.131,"Mozilla/5.0 (Linux; Android 6.0; 5044A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Mobile Safari/537.36",1,1,1,4,0,0,0,0,0,0
8858,SpeedKit,Mobile,Chrome,104,"Mozilla/5.0 (Linux; Android 12; 2107113SG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36",1,0,1,2,0,0,0,0,0,0
8859,Control,Mobile,Chrome,106,"Mozilla/5.0 (Linux; Android 6.0; BTV-W09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
8860,Control,Mobile,Chrome,81.0.4044.117,"Mozilla/5.0 (Linux; Android 8.1.0; vivo 1820) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
8861,Control,Mobile,Chrome,103,"Mozilla/5.0 (Linux; Android 12; SM-N975U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",2,0,2,2,0,0,0,0,0,0
8862,Control,Mobile,Chrome,109,"Mozilla/5.0 (Linux; Android 11; SM-G780F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36",1,0,1,1,0,0,0,0,0,0
8863,SpeedKit,Mobile,Chrome,105,"Mozilla/5.0 (Linux; Android 11; moto g stylus (2021)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Mobile Safari/537.36",1,0,1,1,0,0,0,0,0,0
8864,SpeedKit,Mobile,Chrome,108,"Mozilla/5.0 (Linux; Android 11; POCO M2 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",1,1,1,2,1,0,0,0,0,0
8865,Control,Mobile,Chrome,93.0.4577.82,"Mozilla/5.0 (Linux; Android 8.1.0; CPH1803) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
8866,Control,Mobile,Chrome,83.0.4103.106,"Mozilla/5.0 (Linux; Android 10; RMX2103) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Mobile Safari/537.36",1,0,1,3,0,0,0,0,0,0
8867,Control,Mobile,Chrome,91.0.4472.88,"Mozilla/5.0 (Linux; U; Android 13; en-us; CPH2321 Build/TP1A.220905.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36 HeyTapBrowser/45.9.5.9.1",1,1,1,1,0,0,0,0,0,0
8868,SpeedKit,Mobile,Chrome,104,"Mozilla/5.0 (Linux; Android 13; M2101K9G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
8869,SpeedKit,Mobile,Chrome,98.0.4758.101,"Mozilla/5.0 (Linux; Android 11; M2007J17I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36",1,0,1,4,2,0,0,0,0,0
8870,Control,Mobile,Chrome,107,"Mozilla/5.0 (Linux; Android 9; SM-J415F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Mobile Safari/537.36",1,1,1,5,0,0,0,0,0,0
8871,Control,Robot,Chrome,113.0.5672.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.5672.0 Safari/537.36",1,1,1,1,0,0,0,0,0,0
8872,SpeedKit,Mobile,Chrome,103,"Mozilla/5.0 (Linux; Android 10; itel L6502) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
